,datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
4950,2004-01-01,4.0,484.0,457.0,450.0,448.0,444.0,490.0,523.0,581.0,612.0,633.0,633.0,599.0,559.0,546.0,526.0,507.0,560.0,619.0,693.0,663.0,637.0,605.0,550.0,522.0
4951,2004-01-02,4.0,461.0,438.0,447.0,439.0,448.0,485.0,534.0,549.0,573.0,616.0,599.0,556.0,587.0,559.0,522.0,490.0,504.0,584.0,630.0,634.0,585.0,602.0,553.0,481.0
4952,2004-01-03,4.0,423.0,406.0,396.0,379.0,378.0,403.0,450.0,474.0,557.0,561.0,544.0,489.0,471.0,437.0,413.0,397.0,437.0,516.0,529.0,545.0,503.0,488.0,452.0,387.0
4953,2004-01-04,4.0,331.0,316.0,309.0,312.0,307.0,327.0,346.0,375.0,483.0,521.0,486.0,496.0,481.0,501.0,447.0,417.0,444.0,493.0,477.0,469.0,495.0,461.0,399.0,339.0
4954,2004-01-05,4.0,310.0,304.0,300.0,294.0,301.0,343.0,431.0,434.0,439.0,408.0,421.0,430.0,438.0,388.0,396.0,399.0,444.0,553.0,561.0,570.0,536.0,536.0,520.0,430.0
4955,2004-01-06,4.0,423.0,417.0,409.0,417.0,452.0,467.0,570.0,579.0,575.0,540.0,519.0,527.0,521.0,522.0,499.0,529.0,594.0,675.0,741.0,764.0,764.0,765.0,707.0,656.0
4956,2004-01-07,4.0,652.0,649.0,646.0,650.0,677.0,704.0,782.0,800.0,782.0,741.0,700.0,671.0,636.0,608.0,585.0,610.0,659.0,785.0,811.0,765.0,765.0,733.0,690.0,646.0
4957,2004-01-08,4.0,633.0,625.0,608.0,627.0,646.0,668.0,750.0,757.0,731.0,677.0,638.0,622.0,614.0,605.0,587.0,586.0,630.0,710.0,730.0,727.0,732.0,731.0,635.0,576.0
4958,2004-01-09,4.0,567.0,542.0,541.0,525.0,563.0,566.0,641.0,662.0,665.0,657.0,640.0,647.0,664.0,674.0,598.0,638.0,662.0,749.0,746.0,747.0,731.0,716.0,673.0,611.0
4959,2004-01-10,4.0,604.0,582.0,583.0,610.0,614.0,641.0,685.0,729.0,813.0,815.0,753.0,737.0,678.0,671.0,622.0,642.0,698.0,761.0,741.0,799.0,757.0,752.0,741.0,710.0
4960,2004-01-11,4.0,688.0,672.0,674.0,670.0,690.0,685.0,751.0,797.0,890.0,909.0,768.0,743.0,714.0,669.0,637.0,640.0,691.0,694.0,746.0,729.0,716.0,681.0,616.0,558.0
4961,2004-01-12,4.0,549.0,520.0,516.0,523.0,524.0,556.0,640.0,640.0,616.0,574.0,557.0,506.0,504.0,435.0,438.0,470.0,586.0,632.0,692.0,650.0,639.0,610.0,567.0,520.0
4962,2004-01-13,4.0,493.0,488.0,497.0,471.0,509.0,545.0,626.0,643.0,609.0,568.0,535.0,513.0,504.0,464.0,513.0,525.0,564.0,695.0,688.0,697.0,703.0,634.0,579.0,533.0
4963,2004-01-14,4.0,527.0,521.0,527.0,534.0,566.0,601.0,686.0,688.0,680.0,634.0,578.0,539.0,495.0,504.0,484.0,474.0,522.0,609.0,662.0,632.0,635.0,602.0,550.0,514.0
4964,2004-01-15,4.0,476.0,460.0,455.0,463.0,499.0,533.0,589.0,590.0,612.0,655.0,585.0,601.0,570.0,552.0,567.0,564.0,624.0,742.0,814.0,835.0,837.0,779.0,722.0,633.0
4965,2004-01-16,4.0,643.0,652.0,638.0,638.0,654.0,696.0,780.0,824.0,786.0,722.0,698.0,689.0,654.0,657.0,603.0,606.0,676.0,727.0,777.0,791.0,773.0,746.0,731.0,718.0
4966,2004-01-17,4.0,663.0,647.0,645.0,647.0,657.0,683.0,713.0,759.0,777.0,800.0,785.0,745.0,745.0,697.0,685.0,717.0,731.0,763.0,773.0,721.0,700.0,692.0,639.0,586.0
4967,2004-01-18,4.0,543.0,518.0,501.0,501.0,501.0,511.0,585.0,597.0,693.0,688.0,657.0,684.0,643.0,609.0,613.0,580.0,615.0,634.0,680.0,734.0,711.0,690.0,617.0,576.0
4968,2004-01-19,4.0,555.0,538.0,543.0,556.0,590.0,620.0,691.0,729.0,741.0,717.0,690.0,646.0,615.0,594.0,563.0,578.0,658.0,738.0,794.0,790.0,806.0,769.0,739.0,693.0
4969,2004-01-20,4.0,677.0,640.0,639.0,637.0,654.0,708.0,777.0,828.0,760.0,753.0,670.0,646.0,654.0,608.0,599.0,587.0,655.0,745.0,814.0,806.0,783.0,765.0,763.0,694.0
4970,2004-01-21,4.0,686.0,684.0,663.0,689.0,721.0,737.0,839.0,854.0,798.0,787.0,758.0,742.0,706.0,637.0,624.0,618.0,660.0,752.0,798.0,770.0,761.0,733.0,718.0,655.0
4971,2004-01-22,4.0,604.0,609.0,598.0,594.0,597.0,624.0,722.0,731.0,666.0,642.0,632.0,655.0,633.0,579.0,549.0,565.0,611.0,717.0,784.0,762.0,747.0,737.0,721.0,647.0
4972,2004-01-23,4.0,632.0,622.0,625.0,637.0,666.0,691.0,805.0,833.0,785.0,747.0,736.0,697.0,689.0,644.0,643.0,623.0,683.0,748.0,804.0,805.0,804.0,804.0,725.0,720.0
4973,2004-01-24,4.0,668.0,619.0,621.0,601.0,595.0,592.0,646.0,680.0,734.0,787.0,746.0,747.0,710.0,711.0,673.0,674.0,722.0,777.0,799.0,781.0,770.0,744.0,742.0,696.0
4974,2004-01-25,4.0,678.0,633.0,646.0,654.0,652.0,676.0,706.0,785.0,861.0,882.0,805.0,790.0,828.0,811.0,763.0,741.0,748.0,800.0,838.0,781.0,782.0,761.0,718.0,660.0
4975,2004-01-26,4.0,643.0,618.0,633.0,621.0,637.0,667.0,708.0,716.0,716.0,795.0,752.0,720.0,693.0,675.0,668.0,664.0,699.0,746.0,792.0,792.0,719.0,680.0,639.0,600.0
4976,2004-01-27,4.0,550.0,529.0,527.0,543.0,540.0,562.0,615.0,636.0,639.0,651.0,646.0,656.0,662.0,613.0,570.0,590.0,615.0,684.0,720.0,734.0,708.0,660.0,630.0,565.0
4977,2004-01-28,4.0,583.0,576.0,579.0,591.0,614.0,675.0,731.0,747.0,772.0,737.0,717.0,715.0,670.0,665.0,642.0,607.0,665.0,739.0,789.0,782.0,797.0,720.0,673.0,640.0
4978,2004-01-29,4.0,593.0,592.0,594.0,594.0,607.0,656.0,711.0,745.0,708.0,678.0,616.0,601.0,595.0,552.0,520.0,522.0,588.0,652.0,738.0,705.0,676.0,660.0,585.0,553.0
4979,2004-01-30,4.0,531.0,519.0,527.0,526.0,520.0,589.0,663.0,657.0,638.0,628.0,596.0,583.0,584.0,583.0,566.0,580.0,630.0,715.0,817.0,795.0,791.0,788.0,773.0,714.0
