,datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
18150,2004-01-01,12.0,118.378,112.48,108.435,107.224,108.87,112.395,117.834,123.076,129.387,131.72,131.413,128.427,123.367,116.853,111.486,109.604,117.112,140.637,148.916,151.094,150.315,145.074,136.509,124.263
18151,2004-01-02,12.0,114.025,107.318,102.832,100.993,102.533,107.675,117.606,124.403,128.42,133.868,135.893,133.274,127.426,119.082,114.518,113.654,120.108,139.984,146.543,144.525,140.422,134.695,126.564,114.764
18152,2004-01-03,12.0,104.688,97.472,94.35,93.256,93.401,96.217,102.034,109.241,119.492,125.605,121.542,113.493,105.732,99.15,94.081,92.975,98.482,117.032,121.936,119.062,114.728,107.975,99.555,89.416
18153,2004-01-04,12.0,79.085,72.783,69.53,68.31,68.243,70.293,76.083,84.218,97.11,106.515,108.371,105.558,103.745,100.45,97.364,96.653,104.561,125.095,128.706,127.593,122.875,112.754,101.466,89.149
18154,2004-01-05,12.0,80.605,77.001,76.563,77.403,80.675,93.633,119.226,122.409,113.136,112.727,113.362,113.404,113.276,111.017,109.874,112.151,124.15,143.156,149.23,147.278,140.811,131.283,117.628,105.088
18155,2004-01-06,12.0,97.005,95.602,97.259,100.366,105.16,118.763,146.068,149.628,134.804,126.709,121.746,118.493,115.732,111.916,109.346,113.579,129.805,158.462,173.788,179.225,178.807,171.502,160.679,149.178
18156,2004-01-07,12.0,142.601,140.331,141.275,144.241,149.61,165.125,192.287,191.72,175.317,170.731,165.144,159.858,155.674,150.923,147.3,150.036,164.179,190.244,197.911,197.555,195.803,186.515,172.268,158.94
18157,2004-01-08,12.0,150.788,147.549,147.615,148.865,151.509,162.949,187.649,184.836,167.986,158.879,152.399,147.707,139.365,136.567,133.458,138.707,152.496,174.229,182.629,182.744,176.969,165.335,150.339,136.005
18158,2004-01-09,12.0,126.991,122.97,122.04,122.909,125.932,138.942,164.22,168.818,157.662,154.548,150.311,146.121,143.151,139.683,139.495,145.137,156.917,178.361,187.759,188.661,187.793,186.532,181.645,175.016
18159,2004-01-10,12.0,170.245,170.394,172.25,175.562,180.633,188.729,200.371,212.118,226.154,232.88,228.138,216.559,205.942,196.983,188.235,187.021,197.559,219.78,226.091,224.164,220.485,216.531,208.768,199.175
18160,2004-01-11,12.0,191.196,186.256,185.316,186.164,188.506,193.487,201.942,211.716,216.915,210.904,200.26,188.615,177.576,168.986,162.949,161.907,172.635,193.724,201.48,199.45,196.271,186.567,170.919,155.953
18161,2004-01-12,12.0,145.452,140.986,139.003,138.482,139.712,151.156,175.603,176.833,160.012,150.203,144.611,138.749,133.098,127.12,120.856,124.16,136.724,155.606,163.068,161.761,155.802,144.843,130.264,116.913
18162,2004-01-13,12.0,108.558,105.681,106.897,110.533,116.058,131.358,159.645,162.577,145.055,133.082,129.892,123.156,113.485,111.311,111.629,114.432,126.653,152.031,166.472,169.978,167.298,159.566,148.056,136.771
18163,2004-01-14,12.0,130.658,129.918,131.675,134.787,140.306,155.182,183.663,187.429,170.383,160.296,152.569,146.056,140.644,136.639,135.83,139.924,157.253,183.275,192.997,192.276,187.022,175.563,159.414,142.565
18164,2004-01-15,12.0,131.905,126.196,123.032,123.013,127.159,144.105,175.745,186.681,180.928,181.082,177.695,172.263,163.52,156.927,155.258,157.787,171.598,194.561,204.835,203.361,199.706,195.497,188.344,182.185
18165,2004-01-16,12.0,181.033,182.962,186.113,189.738,194.484,208.133,232.699,233.477,217.776,210.402,201.271,191.224,182.969,175.107,170.582,169.434,178.845,201.831,210.851,209.594,205.836,198.074,189.328,179.245
18166,2004-01-17,12.0,144.546,154.495,160.916,170.847,170.321,174.535,182.519,191.48,197.533,196.443,185.742,171.926,160.489,154.017,152.857,154.299,160.06,173.54,176.636,173.368,167.388,161.237,154.418,144.497
18167,2004-01-18,12.0,137.489,133.889,132.374,131.874,131.785,133.747,138.832,147.275,160.514,169.728,170.368,167.495,162.637,158.146,154.408,153.298,158.651,170.119,173.762,170.542,166.717,158.814,154.203,145.374
18168,2004-01-19,12.0,140.559,140.409,142.562,144.546,149.083,159.268,172.722,178.845,178.6,178.031,175.578,170.394,163.21,157.871,155.226,158.401,169.1,193.461,206.535,206.453,200.76,192.943,181.552,168.845
18169,2004-01-20,12.0,161.188,158.889,159.214,160.924,163.858,177.732,201.876,202.33,185.352,176.928,170.231,164.453,159.448,154.364,151.451,153.717,165.938,193.033,207.225,207.933,204.823,195.811,182.304,169.154
18170,2004-01-21,12.0,161.73,159.377,159.818,162.311,166.319,179.639,206.317,207.616,188.355,176.217,166.213,155.851,147.617,141.271,137.425,142.913,161.13,183.428,196.994,199.132,195.851,189.454,177.918,165.734
18171,2004-01-22,12.0,159.017,155.823,154.487,152.868,152.669,162.64,186.375,185.991,170.527,163.539,156.718,147.967,139.329,131.0,128.128,130.934,140.131,159.07,170.392,173.536,172.336,167.18,158.821,150.995
18172,2004-01-23,12.0,148.965,151.562,155.861,160.341,165.762,180.974,207.598,211.54,195.368,189.748,185.07,179.583,174.962,171.653,169.503,169.946,179.501,200.575,211.613,211.524,208.22,201.74,190.298,176.585
18173,2004-01-24,12.0,167.274,163.429,162.247,164.44,165.238,169.614,177.981,187.612,197.716,202.73,201.002,195.482,191.455,187.908,184.737,182.548,185.52,202.396,211.092,211.763,209.485,205.767,197.148,188.375
18174,2004-01-25,12.0,181.979,178.759,179.104,181.563,185.318,190.922,199.044,209.673,221.477,226.949,222.147,213.145,203.214,196.593,191.86,193.098,198.718,211.85,216.744,214.758,208.386,197.338,183.381,173.014
18175,2004-01-26,12.0,167.736,166.564,167.252,170.118,173.001,180.759,191.123,195.375,199.984,203.176,204.039,202.181,198.435,192.737,188.003,186.471,191.745,206.231,212.068,207.284,196.252,182.731,167.649,154.604
18176,2004-01-27,12.0,145.14,142.11,140.808,140.744,143.751,152.199,167.107,172.039,172.561,170.142,168.079,165.348,161.209,157.708,155.141,155.991,163.669,180.821,189.318,185.902,177.095,171.198,162.501,152.805
18177,2004-01-28,12.0,145.336,143.73,143.894,144.528,148.532,161.342,179.322,185.356,182.01,177.155,173.075,171.363,168.339,167.579,167.902,168.479,177.182,198.396,212.38,210.84,203.832,193.461,179.393,165.52
18178,2004-01-29,12.0,157.257,154.491,154.946,156.907,161.372,175.135,202.126,200.836,180.728,164.572,152.735,145.251,139.449,133.186,131.045,132.076,140.503,164.227,181.387,184.483,181.963,173.346,160.486,146.609
