datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2004-01-01,2,126.259,123.313,119.192,117.507,118.343,121.228,126.731,132.289,139.941,141.95,145.109,144.759,141.531,133.288,127.683,126.829,135.163,155.436,157.85,156.84,153.354,146.976,137.713,128.023
2004-01-02,2,123.452,122.307,122.181,123.402,125.753,136.545,148.228,162.001,170.452,177.574,177.483,175.004,170.23,164.954,158.348,152.831,157.929,172.99,173.428,170.181,166.181,158.356,148.42,138.5
2004-01-03,2,130.182,124.364,123.6,120.988,123.705,127.443,134.807,144.073,152.595,158.025,157.332,153.931,146.908,140.61,135.56,133.765,138.726,150.984,152.345,147.845,144.511,138.388,129.705,119.263
2004-01-04,2,108.757,105.143,103.2,101.196,102.319,103.599,110.289,120.205,130.892,140.253,139.085,137.948,139.817,137.767,139.2,141.458,150.109,161.203,162.475,159.557,156.811,151.444,140.255,129.636
2004-01-05,2,125.411,123.713,124.282,127.951,131.728,147.578,172.545,184.501,182.812,181.902,183.471,179.722,179.073,177.942,174.631,174.394,178.327,193.039,197.924,196.714,192.134,184.391,171.979,159.349
2004-01-06,2,153.656,153.705,152.871,154.568,160.569,176.485,200.493,213.178,206.683,204.319,201.52,197.065,195.791,194.911,192.869,193.026,202.951,228.523,233.4,234.029,230.982,225.17,213.865,202.548
2004-01-07,2,200.043,200.063,200.341,204.171,210.254,225.761,250.261,258.592,247.371,239.185,234.215,226.698,219.772,214.634,211.079,212.222,219.031,243.513,242.869,243.207,240.718,229.232,215.409,202.476
2004-01-08,2,200.368,198.042,198.334,200.241,206.063,221.02,242.354,255.285,243.583,233.476,225.567,219.705,217.303,215.193,213.701,214.161,219.712,231.921,231.328,229.04,223.008,211.04,195.921,182.667
2004-01-09,2,175.888,171.536,172.315,172.816,179.626,192.324,212.45,221.625,222.981,222.67,218.7,214.786,209.152,206.813,201.911,203.142,204.425,223.449,226.495,224.455,222.199,219.707,214.387,203.499
2004-01-10,2,200.934,201.023,203.162,205.295,209.226,218.189,227.57,238.063,249.163,249.333,247.928,233.141,224.306,215.695,209.602,206.396,213.966,234.972,238.141,234.443,232.792,228.725,220.293,209.244
2004-01-11,2,205.313,203.518,204.187,205.461,207.487,216.223,223.892,234.414,241.591,236.128,224.439,217.381,210.072,197.368,191.926,195.699,202.38,216.858,216.813,215.612,212.029,202.188,189.604,176.568
2004-01-12,2,172.232,167.728,170.236,173.249,180.028,193.881,217.494,227.523,212.849,204.694,198.982,191.375,188.383,183.757,180.524,181.12,186.221,200.104,205.037,202.185,196.678,186.987,173.94,158.304
2004-01-13,2,155.018,151.912,154.115,155.924,165.699,180.692,205.429,219.206,207.756,197.02,188.143,183.85,184.035,182.128,180.182,179.825,188.777,209.154,213.976,213.036,211.45,200.814,189.29,177.267
2004-01-14,2,172.681,172.012,171.548,173.644,181.979,193.281,217.969,231.836,218.467,210.855,205.052,201.199,197.54,193.504,191.699,195.059,202.171,218.764,221.652,219.817,218.422,203.161,190.169,176.144
2004-01-15,2,170.828,169.147,168.779,171.765,176.983,190.552,211.297,227.981,225.554,222.112,213.954,209.089,204.12,208.164,196.978,199.468,208.222,229.234,240.171,239.558,238.897,232.342,223.095,209.723
2004-01-16,2,206.354,209.454,209.611,212.565,221.218,235.008,256.642,270.013,260.22,251.73,245.073,236.109,231.217,220.432,217.41,213.283,217.044,236.399,242.525,238.244,235.769,229.697,218.404,205.156
2004-01-17,2,199.779,195.572,193.709,193.675,197.932,201.909,209.757,220.814,226.938,226.53,221.636,213.147,204.992,197.36,193.278,195.397,200.442,212.32,210.256,205.101,200.258,191.72,181.082,168.281
2004-01-18,2,158.042,156.237,154.163,152.286,152.802,157.018,161.624,170.876,184.202,193.605,194.449,191.547,188.115,184.576,183.671,182.052,188.243,198.903,200.656,197.642,197.677,193.43,188.402,178.956
2004-01-19,2,176.894,176.672,178.82,180.994,191.173,204.558,221.456,236.065,238.182,237.494,236.154,229.194,224.457,216.907,214.655,214.178,223.196,245.063,250.026,250.877,243.813,232.411,223.229,209.554
2004-01-20,2,202.489,201.243,199.931,202.575,208.204,223.823,244.185,257.559,249.663,242.109,233.019,229.84,220.717,217.14,213.346,207.796,215.828,240.865,247.977,248.816,244.028,235.441,222.396,209.52
2004-01-21,2,205.78,206.547,206.658,211.235,217.596,231.747,254.653,266.25,251.301,238.597,232.822,224.888,218.018,219.342,215.922,211.734,216.52,231.561,237.518,239.761,235.359,226.391,215.951,200.667
2004-01-22,2,196.272,192.516,189.644,190.874,195.243,205.743,225.606,233.029,220.901,216.91,216.124,211.126,205.357,198.347,191.257,188.834,197.168,215.295,225.693,224.144,226.873,217.913,207.146,195.452
2004-01-23,2,196.241,198.768,200.973,203.867,214.756,228.566,252.791,267.592,256.798,250.212,240.958,234.45,226.512,222.209,213.014,209.151,215.4,233.94,236.931,233.154,227.141,222.977,211.991,199.995
2004-01-24,2,195.827,193.051,190.528,189.698,192.531,197.491,207.406,216.859,225.866,228.857,227.078,219.094,212.395,210.825,202.967,201.233,205.248,222.297,231.53,228.306,224.556,219.008,212.56,200.791
2004-01-25,2,197.76,199.509,201.086,202.596,207.945,215.073,223.111,239.131,243.501,242.877,240.961,232.299,225.743,221.604,221.712,220.93,225.754,238.327,244.542,243.367,235.648,227.901,217.404,205.421
2004-01-26,2,201.906,202.041,201.697,202.293,206.324,214.143,226.094,234.377,242.321,247.298,247.573,246.46,241.374,238.284,237.049,234.915,239.926,250.367,252.722,243.051,236.077,223.206,209.642,200.722
2004-01-27,2,196.578,194.413,194.091,195.93,199.633,208.817,222.79,231.096,235.435,239.398,236.498,236.047,233.951,228.635,228.403,225.948,230.105,239.471,240.73,234.26,223.325,216.869,204.282,192.476
2004-01-28,2,190.474,190.046,189.186,193.944,200.639,209.423,224.156,235.997,237.96,234.247,229.009,223.77,224.328,219.81,213.602,210.362,215.089,230.951,242.242,240.051,229.565,221.643,206.269,194.111
2004-01-29,2,190.793,190.001,187.426,188.957,195.337,206.49,221.772,232.576,228.898,217.232,210.468,202.677,198.676,195.905,190.656,190.093,195.128,213.974,224.161,221.789,218.892,207.92,197.492,182.794
