datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2004-01-01,3,136.233,133.055,128.608,126.791,127.692,130.805,136.743,142.741,150.997,153.165,156.573,156.195,152.713,143.818,137.77,136.849,145.842,167.715,170.321,169.23,165.47,158.587,148.592,138.138
2004-01-02,3,133.206,131.97,131.833,133.152,135.687,147.333,159.938,174.799,183.919,191.603,191.504,188.829,183.679,177.986,170.858,164.906,170.406,186.656,187.129,183.625,179.31,170.867,160.145,149.442
2004-01-03,3,140.467,134.189,133.364,130.546,133.478,137.511,145.457,155.456,164.651,170.51,169.762,166.091,158.514,151.719,146.269,144.333,149.686,162.912,164.38,159.526,155.928,149.321,139.951,128.685
2004-01-04,3,117.349,113.45,111.353,109.191,110.403,111.784,119.002,129.701,141.232,151.333,150.072,148.846,150.862,148.651,150.198,152.633,161.967,173.938,175.311,172.162,169.199,163.409,151.335,139.877
2004-01-05,3,135.318,133.486,134.101,138.06,142.135,159.236,186.177,199.077,197.255,196.273,197.965,193.921,193.22,191.999,188.427,188.172,192.415,208.289,213.561,212.254,207.314,198.959,185.566,171.937
2004-01-06,3,165.796,165.848,164.949,166.78,173.254,190.428,216.332,230.02,223.012,220.461,217.44,212.633,211.258,210.31,208.107,208.276,218.984,246.577,251.84,252.518,249.231,242.959,230.76,218.549
2004-01-07,3,215.847,215.868,216.168,220.3,226.864,243.596,270.033,279.022,266.913,258.082,252.719,244.608,237.134,231.591,227.754,228.988,236.334,262.75,262.056,262.421,259.736,247.342,232.426,218.473
2004-01-08,3,216.198,213.687,214.002,216.06,222.343,238.482,261.5,275.454,262.827,251.921,243.388,237.063,234.471,232.194,230.583,231.08,237.07,250.244,249.604,247.134,240.626,227.712,211.399,197.099
2004-01-09,3,189.783,185.088,185.929,186.469,193.817,207.517,229.233,239.134,240.597,240.261,235.977,231.755,225.676,223.152,217.862,219.19,220.575,241.101,244.389,242.188,239.753,237.064,231.325,219.576
2004-01-10,3,216.809,216.904,219.213,221.514,225.756,235.426,245.548,256.871,268.848,269.031,267.515,251.559,242.026,232.736,226.161,222.702,230.87,253.535,256.955,252.964,251.183,246.794,237.697,225.775
2004-01-11,3,221.533,219.597,220.318,221.693,223.879,233.305,241.579,252.933,260.677,254.783,242.171,234.555,226.669,212.961,207.088,211.159,218.369,233.991,233.941,232.645,228.779,218.161,204.584,190.518
