datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2004-01-01,18,200.946,195.835,194.093,194.708,202.458,206.923,219.789,230.457,240.851,243.584,228.172,209.953,193.983,180.047,167.116,166.131,177.229,213.706,228.006,229.668,227.123,215.834,204.923,187.881
2004-01-02,18,175.153,168.064,165.056,165.959,173.734,177.626,192.893,206.473,214.844,218.629,216.092,205.836,192.417,180.633,172.442,164.493,170.738,201.914,216.13,215.114,210.39,201.56,195.248,178.282
2004-01-03,18,163.968,156.146,152.697,152.994,156.658,159.867,170.832,181.987,194.677,196.505,184.901,171.691,160.516,151.813,144.408,143.644,150.77,176.069,187.797,183.512,176.836,165.535,156.528,140.221
2004-01-04,18,123.767,115.262,110.17,107.227,108.235,108.584,116.779,133.909,156.149,167.084,164.033,159.932,157.913,154.871,151.148,152.64,160.479,189.079,198.148,194.44,184.926,166.919,149.124,128.148
2004-01-05,18,114.445,107.738,106.428,109.642,119.66,138.953,177.587,184.175,173.658,174.909,178.139,180.625,177.924,177.732,175.496,177.364,192.544,216.902,227.721,228.196,219.709,206.681,194.525,178.331
2004-01-06,18,169.46,169.193,174.52,184.566,201.325,224.259,269.859,278.526,256.468,236.509,225.037,213.949,201.823,197.77,199.041,208.349,231.439,272.768,300.259,308.504,306.035,294.404,286.023,271.274
2004-01-07,18,266.227,268.257,274.235,283.863,298.015,317.272,356.872,344.943,317.688,326.583,290.886,272.91,254.926,244.738,238.698,242.514,264.619,300.956,305.382,325.701,331.804,314.661,304.905,288.772
2004-01-08,18,283.803,284.379,288.076,293.654,305.239,324.808,364.16,350.597,337.522,334.772,288.923,268.76,255.152,250.85,247.259,253.698,270.979,293.475,306.353,306.718,299.649,281.589,271.248,250.85
2004-01-09,18,238.613,234.717,236.283,242.171,254.131,266.082,296.506,307.742,299.329,294.285,289.243,281.757,278.651,271.26,267.545,267.775,277.682,303.648,315.327,312.873,306.91,299.831,302.368,294.599
2004-01-10,18,294.085,298.041,307.291,319.727,336.341,343.109,363.744,385.539,387.365,376.743,385.148,355.92,326.888,307.427,295.677,297.016,318.552,354.36,356.63,361.023,391.746,392.98,396.868,389.595
2004-01-11,18,385.918,390.392,399.27,408.085,418.946,416.091,430.556,450.63,451.096,410.277,366.211,333.491,309.675,291.106,275.64,271.993,291.023,321.101,333.625,330.09,323.955,306.838,292.202,270.525
2004-01-12,18,255.414,252.778,255.805,258.003,266.362,281.16,320.94,320.39,293.973,265.313,241.093,219.393,200.719,189.799,180.916,179.554,191.034,222.907,248.633,251.972,248.285,238.194,228.464,213.987
2004-01-13,18,209.276,211.582,220.368,229.991,243.791,260.569,300.532,301.306,274.383,248.109,222.109,201.194,182.96,176.215,169.153,171.636,185.314,222.158,250.623,259.086,257.833,248.952,240.945,226.05
2004-01-14,18,220.025,222.096,225.273,235.829,251.296,275.243,324.306,334.904,310.925,280.399,257.556,242.428,225.873,216.716,212.328,218.782,239.586,271.804,294.601,298.103,293.556,279.532,265.892,243.209
2004-01-15,18,229.768,225.808,226.287,231.653,241.119,256.13,293.076,300.55,284.297,273.985,258.213,242.255,226.348,216.974,209.91,213.069,236.131,271.599,296.182,302.066,300.719,291.147,286.023,273.571
2004-01-16,18,270.276,274.218,281.615,293.167,310.018,330.419,370.393,368.69,360.619,329.439,305.04,283.132,262.344,247.707,238.538,239.039,255.974,290.76,311.466,314.838,317.24,311.96,313.583,303.213
2004-01-17,18,297.538,297.239,300.491,306.619,315.824,315.865,332.525,350.342,347.991,322.444,301.087,275.129,255.999,242.905,239.334,241.839,252.036,271.664,276.389,271.315,262.409,251.862,246.094,231.681
