datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2004-01-01,13,20.673,19.666,19.02,18.841,19.31,19.415,21.0,22.235,23.926,24.764,24.946,23.775,22.426,21.012,20.031,20.024,21.33,24.07,24.656,24.295,23.66,22.39,21.772,19.685
2004-01-02,13,18.097,17.327,17.237,17.275,17.789,18.443,20.331,21.863,22.854,23.484,23.187,22.357,21.889,20.683,19.28,18.227,18.852,21.676,22.956,22.34,21.725,20.665,20.341,18.139
2004-01-03,13,16.594,15.6,15.21,15.104,15.461,15.28,16.182,17.459,19.036,19.49,19.441,18.728,18.279,17.349,16.58,16.621,17.274,19.61,20.716,19.934,19.12,17.873,17.239,15.347
2004-01-04,13,13.67,12.643,12.23,12.146,12.283,12.07,13.023,14.81,17.352,18.702,18.238,17.31,17.552,17.647,17.042,16.508,16.952,19.136,20.314,20.113,19.413,17.883,16.618,14.566
2004-01-05,13,13.116,12.178,11.983,12.085,12.558,13.985,17.813,19.441,18.163,18.105,18.249,18.064,18.026,17.853,17.612,17.828,18.92,21.535,23.223,23.65,22.954,21.798,20.947,19.246
2004-01-06,13,17.955,18.086,18.734,19.106,20.203,21.72,26.043,27.487,25.848,25.648,25.453,24.997,24.601,24.16,23.777,24.126,26.448,30.301,32.321,32.623,32.38,31.152,30.878,29.041
2004-01-07,13,27.895,27.64,27.896,28.477,29.737,30.657,35.131,35.615,33.596,33.629,30.796,28.804,27.612,26.837,25.904,25.813,27.79,31.158,32.11,32.241,33.837,31.761,31.18,28.951
2004-01-08,13,27.598,27.041,27.146,27.671,28.636,29.591,33.666,34.001,31.591,31.244,29.016,27.952,27.252,27.179,26.782,27.212,28.595,30.287,31.261,30.957,29.92,28.075,27.068,24.982
2004-01-09,13,23.474,22.95,23.018,23.061,23.791,24.694,27.029,28.144,27.997,27.914,27.75,27.481,27.109,26.679,26.127,25.99,26.612,28.654,29.5,28.783,28.279,27.237,27.449,25.709
2004-01-10,13,24.607,24.298,24.347,24.659,25.368,25.23,26.741,28.844,30.674,30.605,29.403,28.171,26.733,25.453,24.898,24.989,26.65,29.786,31.79,30.872,31.034,32.178,32.643,31.343
2004-01-11,13,30.612,30.504,30.527,30.919,31.78,30.93,31.828,33.721,35.252,33.515,32.33,29.961,28.245,26.971,25.666,25.642,26.557,28.88,30.129,30.054,29.92,28.858,28.394,26.187
