,datetime,zone_id,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
23100,2004-01-01,15.0,65.97,64.6,63.843,64.023,65.679,63.305,66.922,68.649,69.894,66.644,62.704,58.584,54.468,51.905,50.047,49.309,51.911,60.425,64.94,65.22,65.112,65.0,65.394,61.101
23101,2004-01-02,15.0,57.042,54.477,52.322,52.184,54.843,55.302,60.6,64.869,65.946,66.005,65.509,62.984,59.082,55.361,52.796,52.024,52.949,60.327,65.316,64.809,64.12,62.572,63.379,60.33
23102,2004-01-03,15.0,58.236,56.475,55.26,55.263,56.626,56.168,60.141,63.33,65.474,63.111,58.445,54.357,50.714,47.407,46.02,45.436,47.054,53.655,57.291,56.822,55.477,53.354,53.619,49.821
23103,2004-01-04,15.0,45.668,42.874,40.726,40.031,40.412,39.128,43.083,48.342,55.005,56.768,53.86,50.842,50.434,48.734,47.518,46.533,47.617,54.394,57.556,57.01,55.847,52.275,50.163,44.347
23104,2004-01-05,15.0,40.329,38.941,40.163,40.522,42.183,43.575,52.226,55.683,52.811,53.337,52.786,52.278,50.842,48.765,47.967,49.043,51.669,58.491,60.997,60.149,58.87,57.289,56.613,53.093
23105,2004-01-06,15.0,50.64,50.432,51.905,53.476,55.902,60.596,72.785,77.571,72.765,68.484,64.866,60.963,57.675,56.288,56.722,58.6,62.854,75.629,82.28,84.554,85.193,82.74,83.352,79.401
23106,2004-01-07,15.0,77.501,78.077,78.615,81.182,85.044,86.996,97.263,98.552,89.804,84.658,78.713,73.228,68.351,65.734,65.52,69.405,77.168,86.558,89.06,89.064,92.915,86.406,85.73,81.186
23107,2004-01-08,15.0,79.497,78.778,78.988,79.773,82.585,84.107,94.767,92.571,89.899,84.05,77.365,75.214,72.945,72.388,72.068,72.46,76.065,84.417,88.378,88.038,85.742,80.935,79.509,74.032
23108,2004-01-09,15.0,70.889,69.678,69.319,70.067,71.927,73.868,79.986,82.133,82.425,82.81,81.52,79.997,77.404,75.577,74.119,75.506,78.742,85.71,88.477,87.223,85.167,81.787,83.598,80.303
23109,2004-01-10,15.0,78.302,78.062,78.342,80.166,82.545,81.196,85.387,90.78,96.44,97.547,92.378,87.356,82.338,78.264,76.205,76.556,81.711,91.45,93.735,94.799,95.509,100.824,101.932,100.574
23110,2004-01-11,15.0,99.478,99.566,100.587,102.815,104.837,101.938,105.204,110.282,112.222,104.387,94.459,86.84,80.876,76.342,73.726,72.664,75.884,85.771,91.494,90.523,89.662,86.191,85.597,80.523
23111,2004-01-12,15.0,77.701,76.607,76.437,76.724,78.986,79.504,87.55,90.081,85.712,77.872,71.802,66.594,61.128,59.909,56.589,55.323,57.142,65.91,72.643,73.594,73.538,70.783,70.723,66.881
23112,2004-01-13,15.0,64.999,65.341,65.759,67.468,69.721,72.365,82.543,86.15,80.76,73.38,66.34,61.097,56.698,54.67,52.71,52.355,55.123,63.361,70.064,70.876,70.548,67.969,67.281,63.774
23113,2004-01-14,15.0,62.116,62.272,63.715,66.091,69.767,73.625,86.293,90.098,84.353,75.937,70.937,65.941,60.612,57.548,55.897,56.245,60.387,71.055,78.229,78.873,77.575,74.819,73.484,67.699
23114,2004-01-15,15.0,62.708,60.869,61.014,61.268,62.505,64.543,74.466,78.086,73.605,69.384,66.054,62.682,59.616,58.343,56.023,57.601,60.816,71.663,79.963,81.225,81.336,78.296,78.857,74.596
23115,2004-01-16,15.0,72.723,72.967,73.494,74.808,77.474,79.493,89.442,88.709,90.83,85.101,79.802,75.203,72.462,69.944,69.043,69.133,69.88,78.295,85.502,85.491,85.524,83.841,86.136,82.921
